"","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price","Overall_Qual","Overall_Cond"
"1649",61,11339,1979,1979,549,1,0,22,780,1085,845,0,1930,1,0,2,1,4,1,9,1,2,481,192,72,0,0,0,0,0,3,2007,192000,2,1
"1650",92,11952,1977,1977,0,7,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,2,534,0,0,0,0,276,0,0,11,2007,190000,2,2
"1651",0,12046,1976,1976,298,4,0,692,848,1118,912,0,2030,0,0,2,1,4,1,8,1,2,551,0,224,0,0,0,0,0,6,2007,195000,2,2
"1652",0,10395,1978,1978,233,1,0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,2,564,0,0,0,0,0,0,500,7,2007,148000,2,2
"1653",79,11850,1984,1984,98,1,0,372,1153,1177,0,0,1177,0,0,2,0,3,1,6,0,2,495,204,103,0,0,0,0,0,8,2007,151500,2,2
"1654",80,11584,1979,1979,96,3,110,114,539,1040,685,0,1725,0,0,2,1,3,1,6,1,2,550,0,88,216,0,0,0,0,11,2007,197000,2,2
"1655",80,10400,1979,1999,253,3,0,356,1259,1353,0,0,1353,1,0,2,0,2,1,5,1,2,478,240,141,0,0,0,0,0,8,2007,192350,2,1
"1656",80,10793,1969,1969,263,6,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,2,462,208,0,0,0,0,0,0,4,2007,152000,1,1
"1657",128,13001,1971,1971,176,1,121,1012,1625,1220,0,0,1220,0,1,2,0,2,1,6,1,2,944,0,0,249,0,0,0,0,9,2007,170000,2,1
"1658",70,12243,1971,1971,0,1,0,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,2,487,224,0,0,0,180,0,0,2,2007,175000,1,2
"1659",90,11700,1968,1968,365,1,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,6,2007,175000,2,2
"1660",0,12384,1976,1976,233,7,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,2,550,0,113,252,0,0,0,0,11,2007,197900,2,2
"1661",64,8991,1976,1976,130,3,604,0,1228,1324,0,0,1324,0,1,2,0,3,1,5,1,2,585,407,36,0,0,0,0,0,2,2007,174000,2,2
"1662",80,8000,1974,1974,0,1,153,0,1084,1084,793,0,1877,1,0,2,1,4,1,8,1,2,488,0,96,0,0,0,0,0,11,2007,178900,2,2
"1663",70,10500,1971,2005,82,1,0,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,1,288,35,0,0,0,0,0,0,12,2007,139000,1,2
"1664",0,10530,1971,1971,0,1,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,2,576,0,312,40,0,0,0,0,3,2007,143250,2,1
"1665",0,7472,1972,2004,138,1,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,0,0,6,2007,184000,2,2
"1666",63,9457,1970,1990,0,1,0,359,925,1422,0,0,1422,1,0,1,0,3,1,7,0,2,576,252,0,0,0,0,0,0,9,2007,155000,1,2
"1667",66,7920,1970,2002,32,1,619,214,914,914,0,0,914,0,0,1,0,3,1,5,0,1,368,120,0,0,0,0,0,0,10,2007,133000,1,1
"1668",61,9758,1971,1971,0,2,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,7,2007,119500,1,1
"1669",70,8294,1971,1971,0,7,0,858,858,872,0,0,872,0,0,1,0,3,1,5,0,4,480,0,0,0,0,0,0,0,6,2007,123000,3,1
"1670",0,7340,1971,1971,0,1,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,6,2007,110000,3,2
"1671",0,17199,1961,1961,0,1,0,600,914,914,0,0,914,0,0,1,0,2,1,4,0,1,270,140,0,0,0,0,0,0,7,2007,128000,3,2
"1672",60,9000,1971,1971,0,1,0,248,864,864,0,0,864,0,0,1,0,3,1,5,0,2,528,0,0,0,0,0,0,0,5,2007,120500,3,2
"1673",34,4058,1998,1998,182,3,139,0,723,767,0,0,767,1,0,1,0,1,1,4,0,1,367,120,40,0,0,0,0,0,6,2007,133000,2,1
"1674",33,4113,2001,2001,0,7,0,1337,1337,1337,0,0,1337,0,0,2,0,2,1,5,1,2,511,136,68,0,0,0,0,0,7,2007,155000,2,1
"1675",26,10943,1997,1998,0,3,0,475,1405,1337,0,0,1337,1,0,2,0,2,1,5,1,2,522,0,68,0,0,0,0,0,10,2007,177000,2,1
"1676",21,2205,1973,1973,567,1,0,213,525,525,567,0,1092,0,0,1,1,3,1,6,0,1,264,144,0,0,0,0,0,0,2,2007,113500,2,2
"1677",21,1890,1973,1973,285,2,0,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,1,264,144,28,0,0,0,0,0,5,2007,113000,2,1
"1678",21,2058,1973,1973,265,7,0,672,672,672,546,0,1218,0,0,1,1,4,1,7,0,1,264,0,28,0,0,0,0,0,12,2007,113700,2,1
"1679",24,2016,1970,1970,304,7,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,4,2007,106000,1,1
"1680",24,1920,1971,1971,376,1,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,2,440,240,36,0,0,0,0,0,8,2007,122500,1,1
"1681",0,4928,1976,1976,0,1,0,958,1078,958,0,0,958,0,0,2,0,2,1,5,1,2,440,0,205,0,0,0,0,0,2,2007,128000,2,1
"1682",24,2308,1976,1976,0,1,0,248,804,804,744,0,1548,1,0,2,1,3,1,7,1,2,440,48,0,0,0,0,0,0,7,2007,155000,2,2
"1683",24,2304,1978,1978,0,3,6,423,1061,1055,0,0,1055,0,0,2,0,2,1,4,0,1,319,108,32,0,0,0,0,0,4,2007,142500,2,2
"1684",65,7150,1966,1966,52,2,0,263,988,988,0,0,988,1,0,1,0,3,1,5,0,1,360,0,0,0,0,0,0,0,11,2007,129250,1,2
"1685",96,12469,2006,2007,378,3,0,639,1790,1816,0,0,1816,1,0,2,0,3,1,7,1,3,730,186,36,0,0,0,0,0,8,2007,356000,2,1
"1686",90,11694,2007,2007,452,3,0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,3,774,0,108,0,0,260,0,0,7,2007,314813,2,1
"1687",93,12030,2007,2007,254,7,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,12,2007,318000,2,1
"1688",91,11825,2006,2007,302,7,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,1,3,856,0,112,0,0,0,0,0,6,2007,322400,2,1
"1689",93,12085,2007,2007,328,3,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,3,928,0,0,0,0,0,0,0,11,2007,318000,2,1
"1690",110,14333,2007,2007,0,3,0,590,2108,2122,0,0,2122,1,0,2,1,2,1,7,1,3,938,130,142,0,0,0,0,0,11,2007,345474,2,1
"1691",107,14450,2006,2007,315,7,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,3,732,124,98,0,0,142,0,0,5,2007,415298,2,1
"1692",107,13641,2007,2007,456,3,0,630,1934,1943,713,0,2656,1,0,2,1,3,1,8,1,3,1040,268,58,0,0,0,0,0,12,2007,492000,2,1
"1693",110,13440,2006,2007,190,7,0,1108,1108,1148,1402,0,2550,0,0,2,1,4,1,11,1,3,670,120,39,0,0,0,0,0,3,2007,338931,2,1
"1694",105,15431,2005,2006,400,3,0,564,1994,2046,0,0,2046,1,0,2,1,2,1,7,2,3,878,188,65,0,0,175,0,0,8,2007,450000,4,1
"1695",109,14154,2006,2006,350,7,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,3,947,192,62,0,0,0,0,0,8,2007,280000,2,1
"1696",107,13891,2007,2007,456,3,0,740,2552,2552,0,0,2552,1,0,2,0,3,1,8,2,3,932,130,28,0,0,0,0,0,10,2007,479069,2,1
"1697",110,14226,2006,2006,375,7,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,315,45,0,0,0,0,0,7,2007,395000,2,1
"1698",105,13693,2006,2006,772,7,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,3,694,414,84,0,0,0,0,0,3,2007,380000,2,1
"1699",98,11428,2006,2006,248,7,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,3,866,0,44,0,0,0,0,0,5,2007,250000,2,1
"1700",110,14977,2006,2007,304,3,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,3,908,250,63,0,0,0,0,0,7,2007,440000,2,1
"1701",118,13654,2005,2006,365,7,0,1704,1704,1722,1036,0,2758,0,0,2,1,4,1,9,1,3,814,282,55,0,0,0,0,0,5,2007,418000,2,1
"1702",59,17169,2007,2007,970,3,0,636,2320,2290,0,0,2290,2,0,2,1,2,1,7,1,3,1174,192,30,0,0,0,0,0,8,2007,500067,4,1
"1703",134,16659,2007,2008,0,7,0,1582,1582,1582,570,0,2152,0,0,2,1,3,1,7,1,2,728,0,368,0,0,0,0,0,6,2007,260116,2,1
"1704",76,9591,2004,2005,344,7,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,3,852,192,151,0,0,0,0,0,10,2007,317000,2,1
"1705",82,9709,2007,2007,120,3,0,140,918,958,1142,0,2100,1,0,2,1,3,1,8,2,3,786,172,104,0,0,0,0,0,9,2007,319500,2,1
"1706",86,10562,2007,2007,300,3,0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,3,789,178,120,0,0,0,0,0,11,2007,325624,2,1
"1707",94,13615,2006,2006,510,7,0,1802,1802,1802,0,0,1802,0,0,2,1,3,1,7,1,3,843,158,105,0,0,0,0,0,6,2007,372000,2,1
"1708",99,13069,2004,2004,502,7,0,1706,1706,1718,1238,0,2956,0,0,2,1,5,1,11,1,3,916,194,50,0,0,0,0,0,8,2007,342000,2,1
"1709",99,12099,2004,2004,388,3,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,6,2007,354000,2,1
"1710",110,14277,2003,2003,280,3,0,379,1317,1217,1168,0,2385,1,0,2,1,3,1,7,1,3,818,192,228,0,0,0,0,0,1,2007,350000,2,1
"1711",93,11999,2003,2004,340,7,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,5,2007,285000,2,1
"1712",0,12568,2007,2007,246,3,0,226,895,895,923,0,1818,1,0,2,1,3,1,8,1,3,774,196,104,0,0,0,0,0,8,2007,281500,2,1
"1713",70,9926,2005,2006,210,3,0,436,1614,1614,0,0,1614,1,0,2,0,3,1,7,0,3,878,100,38,0,0,0,0,0,5,2007,245700,2,1
"1714",71,9254,2005,2005,210,3,0,1602,1721,1721,0,0,1721,1,0,2,0,3,1,7,0,2,554,168,27,0,0,0,0,0,1,2007,232698,2,1
"1715",92,10732,2006,2007,0,7,0,1298,1298,1298,530,0,1828,0,0,2,1,3,1,7,0,3,876,0,40,0,0,0,0,0,2,2007,250000,2,1
"1716",61,7577,2005,2006,256,1,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2,460,192,28,0,0,0,0,0,6,2007,194700,2,1
"1717",34,3901,2005,2006,182,1,0,436,1302,1302,0,0,1302,1,0,1,1,1,1,5,1,2,631,110,50,0,0,0,0,0,8,2007,204000,2,1
"1718",34,3903,2005,2006,182,1,0,272,1302,1302,0,0,1302,1,0,1,1,1,1,5,1,2,631,110,50,0,0,0,0,0,5,2007,200000,2,1
"1719",41,6289,2005,2006,256,1,0,600,1362,1362,0,0,1362,1,0,2,0,2,1,6,1,2,460,192,28,0,0,0,0,0,6,2007,207000,2,1
"1720",34,4590,2006,2006,108,3,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2,627,156,73,0,0,0,0,0,8,2007,209500,2,1
"1721",34,4590,2006,2006,108,3,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2,627,156,73,0,0,0,0,0,5,2007,209500,2,1
"1722",44,6442,2006,2006,178,3,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,0,0,10,2007,202500,2,1
"1723",48,7841,2005,2005,394,3,0,729,1577,1577,0,0,1577,1,0,2,0,2,1,6,1,2,564,203,39,0,0,0,0,0,5,2007,280000,2,1
"1724",60,7313,2005,2005,246,3,0,408,1561,1561,0,0,1561,1,0,2,0,2,1,6,1,2,556,203,47,0,0,0,0,0,8,2007,277500,2,1
"1725",68,7820,2007,2007,362,7,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,12,2007,318061,2,1
"1726",48,6240,2006,2006,176,3,0,1300,1324,1324,0,0,1324,0,0,2,0,2,1,6,1,2,550,0,38,0,0,0,0,0,9,2007,221370,2,1
"1727",48,3242,2003,2003,235,3,0,405,1405,1405,0,0,1405,1,0,2,0,2,1,6,1,2,478,136,36,0,0,0,0,0,3,2007,200000,2,1
"1728",59,15810,2007,2007,0,7,0,768,768,768,728,0,1496,0,0,3,0,3,1,7,0,2,572,100,0,0,0,0,0,0,5,2007,181755,2,1
"1729",65,10237,2005,2006,0,7,0,768,768,768,768,0,1536,0,0,2,1,3,1,6,1,2,400,100,38,0,0,0,0,0,6,2007,176000,2,1
"1730",65,10237,2005,2007,0,7,0,783,783,783,701,0,1484,0,0,2,1,3,1,8,1,2,393,0,72,0,0,0,0,0,7,2007,178900,2,1
"1731",58,13204,2006,2007,44,7,0,608,608,608,850,0,1458,0,0,2,0,3,1,6,0,2,454,100,33,0,0,0,0,0,5,2007,168165,2,1
"1732",62,8857,2006,2006,0,7,0,738,738,738,757,0,1495,0,0,2,1,3,1,7,1,2,440,100,30,0,0,0,0,0,3,2007,171925,2,1
"1733",63,9729,2006,2007,0,7,0,698,698,698,1048,0,1746,1,0,2,1,3,1,6,1,3,350,0,34,0,0,0,0,0,6,2007,198444,2,1
"1734",88,12216,2005,2005,0,3,0,408,1326,1326,0,0,1326,1,0,2,0,3,1,6,0,2,388,120,23,0,0,0,0,2000,6,2007,203000,2,1
"1735",65,9018,2007,2007,0,7,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,400,100,24,0,0,0,0,0,7,2007,179540,2,1
"1736",73,8993,2007,2007,0,7,0,1302,1302,1302,0,0,1302,0,0,2,0,3,1,6,0,2,436,0,22,0,0,0,0,0,8,2007,176485,2,1
"1737",73,8899,2007,2007,0,3,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2,396,100,30,0,0,0,0,0,8,2007,181134,2,1
"1738",73,8499,2006,2007,0,7,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2,432,0,36,0,0,0,0,0,3,2007,156932,2,1
"1739",72,8229,2007,2007,22,7,0,752,752,752,752,0,1504,0,0,2,1,3,1,6,0,2,440,100,32,0,0,0,0,0,12,2007,166000,2,1
"1740",64,7713,2007,2007,16,7,0,728,728,728,728,0,1456,0,0,2,1,3,1,7,0,2,400,100,24,0,0,0,0,0,7,2007,177594,2,1
"1741",64,7697,2007,2007,0,7,0,1246,1246,1258,0,0,1258,0,0,2,0,3,1,6,0,2,462,0,0,0,0,0,0,0,8,2007,173500,2,2
"1742",53,3922,2006,2007,72,7,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,3,648,144,16,0,0,0,0,0,6,2007,172500,2,1
"1743",53,3922,2006,2007,72,7,0,1258,1258,1402,0,0,1402,0,2,0,2,2,1,7,1,3,648,120,16,0,0,0,0,0,2,2007,194201,2,1
"1744",0,3621,2003,2003,72,3,0,322,1406,1589,0,0,1589,1,0,2,0,2,1,7,1,3,630,143,20,0,0,0,0,0,11,2007,226500,2,1
"1745",53,3710,2007,2007,16,7,0,1266,1266,1266,0,0,1266,0,0,2,0,2,1,6,1,2,388,100,16,0,0,0,0,0,8,2007,185485,2,1
"1746",182,14572,2004,2004,0,3,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,3,630,144,36,0,0,0,0,0,11,2007,259000,2,1
"1747",65,16219,2004,2005,0,3,0,56,835,1119,0,0,1119,1,0,2,0,2,1,5,0,2,437,100,24,0,0,0,0,0,4,2007,188500,2,1
"1748",87,11084,2004,2004,0,3,0,192,384,744,630,0,1374,1,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,6,2007,175000,2,1
"1749",59,11796,2004,2005,0,7,0,847,847,847,1112,0,1959,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,7,2007,215000,2,1
"1750",59,10936,2006,2006,0,7,0,1510,1510,1525,0,0,1525,0,0,2,1,3,1,6,1,2,534,100,18,0,0,0,0,0,4,2007,206580,2,1
"1751",62,8244,2004,2004,0,7,0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2,440,100,48,0,0,0,0,0,5,2007,183500,2,1
"1752",0,11950,2003,2003,0,7,0,384,384,754,640,0,1394,0,0,2,1,3,1,7,1,2,400,100,0,0,0,0,0,0,10,2007,165500,2,1
"1753",63,7875,2003,2003,16,7,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2,434,0,48,0,0,0,0,0,7,2007,211000,2,1
"1754",0,8063,2000,2000,0,7,0,924,924,948,742,0,1690,0,0,2,1,3,1,7,1,2,463,100,48,0,0,0,0,0,11,2007,181000,2,1
"1755",0,8740,2002,2002,0,3,0,280,854,864,1131,0,1995,0,0,2,1,4,1,8,1,2,435,264,48,0,0,0,0,0,7,2007,219500,2,1
"1756",62,7917,1999,2000,0,7,0,953,953,953,694,0,1647,0,0,2,1,3,1,7,1,2,460,0,40,0,0,0,0,0,8,2007,175000,2,1
"1757",76,9967,2000,2000,0,7,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,12,2007,170000,2,1
"1758",0,7750,2003,2003,0,7,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,0,0,8,2007,162000,2,1
"1759",58,9487,2000,2000,0,3,0,395,915,940,750,0,1690,1,0,2,1,3,1,7,1,2,442,0,50,0,0,0,0,0,6,2007,187000,2,1
"1760",59,9649,1999,2000,0,7,0,941,941,961,683,0,1644,0,0,2,1,3,1,7,1,2,460,460,42,0,0,0,0,0,5,2007,185000,2,1
"1761",160,15623,1996,1996,0,3,0,300,2396,2411,2065,0,4476,1,0,3,1,4,1,10,2,3,813,171,78,0,0,0,555,0,7,2007,745000,4,1
"1762",100,12191,1997,1998,515,3,0,598,1779,1779,772,0,2551,1,0,2,1,4,1,8,2,3,925,76,61,0,0,0,0,0,6,2007,384500,2,1
"1763",0,11000,2000,2000,72,7,0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,3,648,0,56,0,0,0,0,0,6,2007,248000,2,1
"1764",0,11400,2001,2002,705,3,0,1351,2633,2633,0,0,2633,1,0,2,1,2,1,8,2,3,804,314,140,0,0,0,0,0,3,2007,466500,4,1
"1765",89,10557,1998,1998,422,3,0,736,1408,1671,1407,0,3078,1,0,2,1,4,1,9,1,3,806,108,87,0,0,0,0,0,7,2007,410000,2,1
"1766",74,11002,1998,1999,0,3,0,341,1389,1411,1171,0,2582,1,0,2,1,4,1,9,1,3,758,286,60,0,0,0,0,0,1,2007,322500,2,1
"1767",83,10790,1998,1998,275,7,0,1066,1066,1108,1277,0,2385,0,0,2,1,4,1,8,1,3,600,120,38,0,0,0,0,0,5,2007,252000,2,1
"1768",104,21535,1994,1995,1170,3,0,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,3,832,382,50,0,0,0,0,0,1,2007,755000,4,2
"1769",92,9920,1996,1997,0,3,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,2,455,180,130,0,0,0,0,0,6,2007,269790,2,1
"1770",95,11787,1996,1997,594,3,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,3,834,239,60,0,0,0,0,0,8,2007,315750,2,1
"1771",82,9950,1995,1995,290,3,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,6,2007,290000,2,1
"1772",65,12257,1995,1995,513,4,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,11,2007,290000,2,1
"1773",0,12692,1992,1993,0,3,0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,2,546,264,75,291,0,0,0,0,5,2007,430000,2,1
"1774",88,11762,1992,1993,309,3,0,770,1105,1105,1097,0,2202,1,0,2,1,4,1,9,1,2,517,0,65,0,0,144,0,0,9,2007,263000,2,1
"1775",82,9044,1996,1997,526,3,0,100,1325,1335,1203,0,2538,0,0,2,1,4,1,8,1,3,933,198,92,0,0,0,0,0,5,2007,330000,2,1
"1776",75,9910,2007,2007,0,7,0,1369,1369,1369,0,0,1369,0,0,2,0,3,1,5,0,2,605,0,203,0,0,0,0,0,9,2007,213133,2,2
"1777",91,11830,2007,2007,164,3,0,322,1542,1542,0,0,1542,1,0,2,0,3,1,6,1,3,852,168,110,0,0,0,0,0,7,2007,260261,2,1
"1778",84,11670,2006,2006,302,7,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,3,788,0,191,0,0,0,0,0,3,2007,320000,2,1
"1779",49,15256,2007,2007,84,3,0,556,1485,1464,0,0,1464,1,0,2,0,3,1,6,0,3,754,168,160,0,0,0,0,0,8,2007,282922,2,1
"1780",76,10612,2006,2006,248,3,0,1496,1524,1534,0,0,1534,0,0,2,0,3,1,7,1,2,484,168,46,0,0,0,0,0,1,2007,215000,2,1
"1781",98,12291,2007,2007,754,3,0,394,1966,1966,0,0,1966,1,0,2,0,1,1,6,1,3,1092,76,52,0,0,0,0,0,10,2007,419005,4,1
"1782",116,13501,2006,2006,208,3,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,0,60,0,0,0,0,0,6,2007,255000,2,1
"1783",75,9986,2006,2007,428,7,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,3,895,0,49,0,0,0,0,0,2,2007,147000,2,1
"1784",85,9965,2007,2007,0,7,0,1528,1528,1528,0,0,1528,0,0,3,2,3,1,6,1,2,480,0,228,0,0,0,0,0,9,2007,235876,2,1
"1785",79,9416,2007,2007,205,3,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,3,786,171,138,0,0,266,0,0,9,2007,311872,2,1
"1786",83,9849,2007,2007,0,7,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,3,954,0,56,0,0,0,0,0,6,2007,248328,2,2
"1787",85,10000,2006,2006,410,7,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,3,825,144,45,0,0,0,0,0,12,2007,227000,2,1
"1788",74,8847,2005,2005,148,3,0,769,1538,1538,0,0,1538,1,0,2,0,3,1,7,0,2,484,146,40,0,0,0,0,0,12,2007,260000,2,1
"1789",76,9158,2007,2007,140,7,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2,474,168,130,0,0,0,0,0,6,2007,225000,2,1
"1790",70,8251,2005,2006,143,3,0,716,1494,1506,0,0,1506,1,0,2,0,3,1,7,1,2,672,192,35,0,0,0,0,0,4,2007,249000,2,1
"1791",75,10084,2004,2005,186,3,0,317,1686,1694,0,0,1694,1,0,2,0,3,1,7,1,2,636,255,57,0,0,0,0,0,8,2007,307000,2,1
"1792",70,9605,2006,2006,0,7,0,982,982,982,995,0,1977,0,0,2,1,3,1,7,0,3,574,240,53,0,0,0,0,0,7,2007,250000,2,1
"1793",75,8778,2006,2006,0,7,0,1302,1302,1302,528,0,1830,0,0,2,1,3,1,7,0,3,859,0,40,0,0,0,0,0,3,2007,221300,2,1
"1794",72,8640,2007,2007,0,3,0,1314,1338,1338,0,0,1338,0,0,2,0,3,1,6,0,2,598,0,141,0,0,0,0,0,11,2007,208900,2,1
"1795",75,9000,2006,2007,0,7,0,1335,1335,1335,0,0,1335,0,0,2,0,3,1,6,0,2,575,0,210,0,0,0,0,0,6,2007,210400,2,1
"1796",72,8640,2007,2007,0,3,0,546,896,896,896,0,1792,0,0,2,1,3,1,8,0,2,590,184,96,0,0,0,0,0,11,2007,255000,2,1
"1797",81,10411,2007,2007,0,7,0,725,725,725,863,0,1588,0,0,3,0,3,1,8,0,2,561,0,0,0,0,0,0,0,7,2007,212109,1,1
"1798",75,9000,2006,2006,0,7,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,12,2007,270000,2,1
"1799",75,9000,2007,2007,0,3,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2,550,208,364,0,0,0,0,0,8,2007,303477,2,1
"1800",112,12217,2007,2007,0,3,0,210,955,955,925,0,1880,1,0,2,1,3,1,8,1,3,880,168,127,0,0,0,0,0,12,2007,310013,2,1
"1801",84,11096,2006,2006,0,3,0,1632,1656,1656,0,0,1656,0,0,2,0,3,1,7,0,3,826,0,146,0,0,0,0,0,7,2007,249700,2,1
"1802",84,10207,2007,2007,0,7,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2,578,144,105,0,0,0,0,0,8,2007,227875,2,2
"1803",84,10440,2007,2007,0,7,0,1574,1574,1584,0,0,1584,0,0,2,0,2,1,6,1,2,594,0,256,0,0,0,0,0,5,2007,261329,2,1
"1804",100,11824,2006,2006,298,7,0,1685,1685,1685,0,0,1685,0,0,2,0,2,1,5,1,3,658,112,63,0,0,0,0,0,4,2007,253000,2,1
"1805",85,10625,2004,2004,353,7,0,1158,1158,1158,1285,0,2443,0,0,2,1,4,1,9,1,3,744,193,127,0,0,0,0,0,6,2007,265000,2,1
"1806",102,11143,2004,2005,0,7,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2,610,159,214,0,0,0,0,0,12,2007,340000,2,1
"1807",63,7500,2006,2007,0,7,0,1100,1100,1100,0,0,1100,0,0,1,1,3,1,6,0,0,0,0,136,0,0,0,0,0,6,2007,146000,2,1
"1808",63,7500,2006,2006,0,7,0,1143,1143,1143,0,0,1143,0,0,1,1,3,1,5,0,0,0,0,55,0,0,0,0,0,10,2007,147000,2,1
"1809",60,12450,2003,2004,126,3,0,365,1094,1094,0,0,1094,1,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,5,2007,149000,1,1
"1810",65,7441,2006,2006,170,7,0,1461,1461,1486,0,0,1486,0,0,2,0,3,1,7,0,2,566,0,32,0,0,0,0,0,6,2007,181000,2,1
"1811",70,8462,1994,1994,105,3,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,7,2007,201000,2,1
"1812",0,11613,1993,1997,0,1,0,384,864,920,900,0,1820,0,0,2,1,3,1,7,0,2,492,144,85,0,0,0,0,0,5,2007,191750,2,1
"1813",65,8450,2000,2001,108,7,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2,539,120,55,0,0,0,0,0,12,2007,179000,2,1
"1814",0,16196,1998,1998,0,3,0,39,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,2,514,402,25,0,0,0,0,0,8,2007,215000,2,1
